scenario,time_bin,n_edges,nnz,total_weight,source_entropy_bits,destination_entropy_bits,edge_gini,top_edge_share,top_source_share,top_destination_share,unique_sources,unique_destinations,total_weight_robust_z,nnz_robust_z,source_entropy_bits_robust_z,destination_entropy_bits_robust_z,edge_gini_robust_z,top_edge_share_robust_z,top_source_share_robust_z,top_destination_share_robust_z,unique_sources_robust_z,unique_destinations_robust_z,anomaly_score,injected_anomaly
scanner_fanout,23,5044,4904,23598627.0,10.974711728272094,10.987925557809904,0.4780601925448611,0.0016181449878418775,0.0023719176543618406,0.0023531877511348436,2888,2872,2.9598499851341318,0.9882352941176471,1.9283928291485453,2.505700767116856,-0.9474994787649438,-1.018813422683906,-0.5775412702950613,-0.5136704437164591,2.0238095238095237,2.111111111111111,12.517099510437815,False
destination_attack,0,5056,4889,23141885.0,10.966228243041225,10.960372208431483,0.47651770381840075,0.0019617243798420053,0.0025076176811007402,0.002449325108996091,2828,2854,1.140487347454173,1.2567567567567568,1.2001275093752113,0.6723776451613965,-1.9075555732001057,1.9347629186294508,0.579677286888781,0.49216143954837704,0.14583333333333334,0.5806451612903226,8.0028293984378,False
destination_attack,1,4902,4767,21814245.0,10.962614002876663,10.936742443750703,0.4786595446104982,0.0018918830333114899,0.0023196310484273007,0.0023779874114368844,2820,2807,-2.3963114612165306,-2.0405405405405403,0.9825393205003757,-1.3655067215516365,-0.870310403323714,1.2881328955093392,-0.3213998780051174,0.0011555996141775974,-0.1875,-2.4516129032258065,2.2718278156238925,False
destination_attack,2,5166,4986,24275981.0,11.011620576175332,10.971096914250815,0.48050647814292513,0.0015536756269499468,0.0020818520166085153,0.0026267939491302125,2916,2862,4.1616899187221446,3.8783783783783785,3.932883249376932,1.5973005388958665,0.024117834601738247,-1.8431793408520305,-1.4611471718176712,1.7136507767937024,3.8125,1.096774193548387,20.193177055715413,False
destination_attack,3,4949,4797,22303398.0,10.933355542976491,10.945058099776961,0.47813164556026,0.001852811845082978,0.002362106437772397,0.0022555307491710455,2799,2807,-1.0932204518633168,-1.2297297297297298,-0.7789084552634885,-0.6483457322736063,-1.1259600025199719,0.926390108426989,-0.11780240479897341,-0.8416938105658285,-1.0625,-2.4516129032258065,0.926390108426989,False
destination_attack,4,4964,4820,23342823.0,10.903157364971765,10.945885795698967,0.491168224903086,0.0017363366890114362,0.0022383753670239454,0.0023748198750425343,2788,2854,1.675781010658561,-0.6081081081081081,-2.5969301030206107,-0.5769633633573791,5.1873612326287555,-0.15200165526204729,-0.7108830981107038,-0.020646041328035197,-1.5208333333333333,0.5806451612903226,2.256426171948884,False
destination_attack,5,5018,4866,23368328.0,10.941092381350906,10.956577477004245,0.480406874763768,0.001715527101468278,0.002573911150168724,0.002212096646366826,2838,2855,1.7437256745848861,0.6351351351351351,-0.3131273857008567,0.3451114215695576,-0.024117834601738247,-0.3446683884023248,0.8974420678694037,-1.1406437186627965,0.5625,0.6451612903225806,4.829075589481564,False
destination_attack,6,4995,4854,22712164.0,10.967845212708308,10.956518423403395,0.48455627160998893,0.0018513867723040393,0.002493333528236235,0.0021736810283687633,2863,2851,-0.004278342688323002,0.3108108108108108,1.2974739737236,0.34001850542771017,1.9853414363780992,0.9131959921939874,0.5112089932499538,-1.4050522071211675,1.6041666666666667,0.3870967741935484,5.363971716266277,False
destination_attack,7,4962,4802,22575711.0,10.963194062754678,10.948641340622196,0.48293476387888035,0.0017447955459741666,0.0021081063626301735,0.002186154845798655,2861,2849,-0.36778562466200826,-1.0945945945945945,1.0174606794996244,-0.3393189349559878,1.2000818278137464,-0.0736848537526403,-1.335302097926512,-1.3191969382534456,1.5208333333333333,0.25806451612903225,2.7963585289619894,False
destination_attack,8,4914,4751,22134866.0,10.930944562943917,10.942764048101484,0.4801506799562223,0.0023593998716775607,0.002685311038250695,0.0023776516198471677,2806,2845,-1.542185364658119,-2.472972972972973,-0.9240567450325909,-0.8461899388936314,-0.14818719944651912,5.616663758951485,1.4314156483035743,-0.0011555996141805825,-0.7708333333333334,0.0,7.048079407255059,False
destination_attack,9,5017,4848,22961810.0,10.94137095224017,10.948312483254025,0.4775277774219231,0.0017705050255184588,0.002790154608891895,0.0022740803098710424,2812,2829,0.6607721795838339,0.14864864864864866,-0.29635657565269397,-0.36768033840317194,-1.4183997170137956,0.16434780423553297,1.9339628031049354,-0.7140201829672743,-0.5208333333333334,-1.032258064516129,2.907731435572951,False
destination_attack,10,5016,4867,22605051.0,10.9679201180937,10.939703849529721,0.4784434052517903,0.0017607126831963352,0.002086569059277946,0.0033716800727412646,2848,2827,-0.2896246193846752,0.6621621621621622,1.3019835044692478,-1.1101083872015791,-0.9749818180559023,0.07368485375263831,-1.4385369501502723,6.840581548219668,0.9791666666666666,-1.1612903225806452,9.857578735270382,False
destination_attack,11,4937,4793,21919831.0,10.938203574624623,10.934863491114834,0.482136115096087,0.0015642000159581523,0.0024767070512541818,0.002536926493639481,2821,2835,-2.1150330732406446,-1.337837837837838,-0.48704228757825957,-1.5275518478640873,0.8133142419892045,-1.7457386950774318,0.431513226970722,1.0951076085150493,-0.14583333333333334,-0.6451612903225806,1.5266208354857713,False
destination_attack,12,4990,4838,22715376.0,10.94005525172826,10.935621468423214,0.48562080547325426,0.0016662722201912924,0.0020008473555533485,0.0023477929663149755,2810,2824,0.004278342688323002,-0.12162162162162163,-0.3755657256962079,-1.4621821699202593,2.500871167586794,-0.8006974686119909,-1.849427174968628,-0.206667884962479,-0.6041666666666666,-1.3548387096774193,0.004278342688323002,False
destination_attack,13,4981,4842,22757432.0,10.966123169547338,10.978061277173857,0.4726513020887906,0.0025789816706911395,0.0025789816706911395,0.0025789816706911395,2813,2845,0.11631444486772036,-0.013513513513513514,1.1938017672571353,2.1979229537491216,-3.7799666943425825,7.6496741578971585,0.9217466165061744,1.3845665935726092,-0.4791666666666667,0.0,13.46402653384992,False
destination_attack,14,5001,4852,22578723.0,10.939733840530092,10.962894335768048,0.4815885259795647,0.001989837954963175,0.002688460281832591,0.0027633095104625713,2821,2872,-0.3597617341406951,0.25675675675675674,-0.39491565190732875,0.8898916127984209,0.548129187952844,2.1950540303228374,1.4465109316116416,2.6532653165039637,-0.14583333333333334,1.7419354838709677,9.183414131864588,False
destination_attack,15,5011,4843,22924751.0,10.939366324517612,10.95868834022938,0.4837236915102432,0.0017184483268760477,0.0027078592914706033,0.0024415532364997117,2800,2860,0.5620479568649285,0.013513513513513514,-0.41704122738015353,0.5271570417813,1.5821416793360359,-0.3176220591603773,1.5394962910373566,0.4386688975472978,-1.0208333333333333,0.967741935483871,4.048625636228268,False
destination_attack,16,5027,4876,23054156.0,10.965012350385011,10.956510311713696,0.4810479358730799,0.0015080578096200962,0.0020940259101222356,0.0022765526528058543,2861,2840,0.9067795481366832,0.9054054054054054,1.1269270941051226,0.3393189349559878,0.2863335965610151,-2.2655344605632752,-1.4027939937376148,-0.6970034462229293,1.5208333333333333,-0.3225806451612903,4.799264315936532,False
destination_attack,17,15131,13566,131392881.0,11.660455916715083,5.098494206187304,0.46235087381396767,0.0005818351756820067,0.0010840998303401233,0.10758455018578975,4006,2845,289.5183561147534,235.77027027027026,42.994733098282545,-504.86924334561587,-8.768231702245272,-10.84101865367048,-6.243677176656881,724.1209196099207,49.229166666666664,0.0,1341.6334457598937,True
destination_attack,18,4984,4832,22532624.0,10.927745935502308,10.981967585116257,0.4825732693462217,0.0016646529938102194,0.002411259336684445,0.002661829354628205,2794,2912,-0.4825682843206466,-0.28378378378378377,-1.1166237909995806,2.5348117884423145,1.0250181819440976,-0.8156891668572765,0.11780240479897133,1.9547938090551493,-1.2708333333333333,4.32258064516129,8.929988647457726,False
destination_attack,19,4854,4715,21542023.0,10.906923106758232,10.92259889034827,0.4792645908823303,0.0016976121509108034,0.0022594906708622493,0.0022963024410474356,2756,2804,-3.1215038667586628,-3.445945945945946,-2.370221058303137,-2.5852787657493783,-0.5773001453600487,-0.5105349626974509,-0.6096710180393301,-0.5610688464829814,-2.8541666666666665,-2.6451612903225805,0.0,False
destination_attack,20,5077,4921,23570695.0,10.954918494706755,10.984564350122952,0.48090817784245643,0.0018695672741088033,0.002611632792329628,0.0022463486969730847,2866,2873,2.2828261570306276,2.1216216216216215,0.5192464542488126,2.7587626776136847,0.21865193565021662,1.081521187602602,1.0782533834938255,-0.9048923914849507,1.7291666666666667,1.8064516129032258,13.377849761181066,False
destination_attack,21,4988,4831,22410864.0,10.939954355455416,10.957596417148595,0.48150928712148167,0.0016367954399259216,0.0031369160956935885,0.0021573465440689835,2830,2838,-0.8069337922473021,-0.3108108108108108,-0.38163998647379427,0.43298712489707875,0.5097555968267465,-1.073609891573011,3.5960961844951442,-1.517479821943596,0.22916666666666666,-0.45161290322580644,4.25824997605889,False
destination_attack,22,4928,4765,22497297.0,10.951216191030888,10.92921692638362,0.4799152572146932,0.002026154519807424,0.002301209785335545,0.002464118244960717,2841,2824,-0.5766785035923693,-2.0945945945945947,0.29635657565269397,-2.0145243652303844,-0.2621971213936066,2.531292982339885,-0.4096986005494946,0.5939802029524492,0.6875,-1.3548387096774193,4.109129760945028,False
destination_attack,23,5132,4965,23444024.0,10.998305110565536,10.991244759417969,0.474278448241771,0.0017703018901533286,0.0022095609525054232,0.0026030514215477684,2877,2893,1.9453778714312735,3.310810810810811,3.1312519481511782,3.334896289161331,-2.9919765252837824,0.16246706406691022,-0.848999359746875,1.5502347976320037,2.1875,3.096774193548387,18.719312974801895,False
distributed_low_rate_scan,0,5010,4869,23193229.0,10.946457574332673,10.970196669970058,0.4816966111553289,0.001971221859621185,0.002264928268504571,0.002502928764252705,2823,2866,1.144553885628301,-0.03508771929824561,-0.5106910092984998,0.9973068882436065,0.8652870403121221,2.1280091095316074,-0.9444048195410657,-0.4155258109422076,-1.394736842105263,1.25,5.519869883403515,False
distributed_low_rate_scan,1,5105,4928,23256092.0,10.957370425990316,10.97032290365193,0.4762261607611258,0.0016264985535832934,0.002298838515086714,0.0021087807874169058,2867,2861,1.295298158950164,1.0,0.25066299946013976,1.0026931117563935,-2.4633588628396255,-0.36366564954301583,-0.7240873377104659,-1.9697264911220196,0.9210526315789473,1.0227272727272727,5.492434174472916,False
distributed_low_rate_scan,2,5055,4898,22592613.0,10.940935836973061,10.912072514315264,0.4861554754511963,0.0015853854532010088,0.002247814363039813,0.00286208593932893,2852,2833,-0.2957118106554281,0.47368421052631576,-0.8959245858135876,-1.4827736196384458,3.578405577476118,-0.6608328926495202,-1.0555951804589343,1.0006994612922193,0.13157894736842105,-0.25,1.605962619186956,False
distributed_low_rate_scan,3,5041,4900,22900431.0,10.953525384570842,10.973623541825726,0.47958222364585956,0.001986818501363577,0.002532528754589815,0.0020805285280438607,2848,2877,0.4424298740460532,0.5087719298245614,-0.01759297894027227,1.1435269579634573,-0.4212701558793262,2.240742301268798,0.794216133513049,-2.081130540653639,-0.07894736842105263,1.75,6.87968719661592,False
distributed_low_rate_scan,4,5175,5010,23594578.0,10.978126173331692,10.984843803076359,0.47795394783474454,0.0016115990716172165,0.002343038303122014,0.0026768438070814407,2885,2885,2.1069811218953642,2.43859649122807,1.6987236841364404,1.6222806001894026,-1.412039327941002,-0.47135974068195596,-0.4369179131592567,0.2702543877229435,1.868421052631579,2.1136363636363638,12.118893701440163,False
distributed_low_rate_scan,5,4978,4814,22282710.0,10.95402972175744,10.95332475953361,0.47815563027511,0.0015859830334820136,0.002611127641117261,0.0021655355205897307,2818,2825,-1.0388532855335808,-1.0,0.01759297894027227,0.2774048830827635,-1.289320103657115,-0.6565135568906062,1.3048791483769633,-1.7459317488306605,-1.6578947368421053,-0.6136363636363636,1.599877010399999,False
distributed_low_rate_scan,6,5014,4878,22649462.0,10.942485927814444,10.974616190358478,0.4801785630246389,0.001506879059643889,0.002912651964978241,0.002529508206420091,2835,2878,-0.15938899446665908,0.12280701754385964,-0.7877798118305266,1.185881952191322,-0.05841106987694442,-1.2282804537110064,3.263905886292451,-0.3107179988433513,-0.7631578947368421,1.7954545454545454,6.368049401482178,False
distributed_low_rate_scan,7,5039,4889,22825694.0,10.948517461163467,10.942891767055785,0.48184498060100545,0.0015557029722732636,0.0025096279657477226,0.0028617311701453632,2851,2848,0.263211975516615,0.3157894736842105,-0.3669794345960093,-0.16775704643935455,0.9555665076165739,-0.875379130803337,0.6454279459249047,0.9993005387077807,0.07894736842105263,0.4318181818181818,2.734495484072745,False
distributed_low_rate_scan,8,4870,4710,22297823.0,10.933219927232006,10.896766084200825,0.48399541704309934,0.0016461696731559848,0.002171377896398227,0.0029615447212043974,2811,2769,-1.0026126001906395,-2.824561403508772,-1.4342384012000182,-2.1358786590911514,2.2640586677043837,-0.22148195826504277,-1.5522087869011512,1.3928844159928846,-2.026315789473684,-3.159090909090909,1.3928844159928846,False
distributed_low_rate_scan,9,4928,4783,22367272.0,10.978877456502392,10.933765705210995,0.47935125995934214,0.0018821696271230572,0.0022164973895788453,0.0025290522688685506,2861,2817,-0.8360752246608356,-1.543859649122807,1.7511382565754436,-0.5571539820166079,-0.5618063592087135,1.4843357748066264,-1.259063967238841,-0.3125158476066814,0.6052631578947368,-0.9772727272727273,3.840737189276807,False
distributed_low_rate_scan,10,4964,4813,22412472.0,10.947330293755344,10.94702239284288,0.4803705539239602,0.0017399687102788127,0.0021587533940923605,0.0022832376544631044,2817,2819,-0.7276864879771232,-1.0175438596491229,-0.44980422628176453,0.008491268646224676,0.05841106987694442,0.45650148274652624,-1.6342311499841062,-1.2818097761817389,-1.7105263157894737,-0.8863636363636364,0.4649927513927509,False
distributed_low_rate_scan,11,5050,4873,23260141.0,10.965294554756833,10.908326965521056,0.4796263401322136,0.0017441424796178148,0.0028074636348937006,0.0027248330093957726,2870,2825,1.3050075836145965,0.03508771929824561,0.8035035760184701,-1.642591210985631,-0.3944262671714654,0.48666966554716357,2.580489210272299,0.45948496928519045,1.0789473684210527,-0.6136363636363636,6.7491900924570185,False
distributed_low_rate_scan,12,4877,4727,22060334.0,10.928251860081211,10.917927436376202,0.4815429154920994,0.0017074537493403318,0.0026277027355977476,0.002934452397683553,2801,2807,-1.5721066861702446,-2.526315789473684,-1.780844216041336,-1.232951873155984,0.7717666895411306,0.22148195826504277,1.412568812862274,1.2860542148542662,-2.5526315789473686,-1.4318181818181819,2.920104985981583,False
distributed_low_rate_scan,13,4886,4739,22080956.0,10.922741881115424,10.939194885147922,0.48077440658958626,0.0015212203674514818,0.0022126759366759303,0.0024921475320180886,2793,2820,-1.522655524048751,-2.3157894736842106,-2.1652574478329774,-0.3254980863967864,0.3041463245714235,-1.124620869196663,-1.2838922408541626,-0.45803826681407467,-2.973684210526316,-0.8409090909090909,0.0,False
distributed_low_rate_scan,14,4890,4737,22350163.0,10.915091639429164,10.934033728824039,0.4819910287076512,0.0017495621844010713,0.00246964641823865,0.00262186007323526,2787,2824,-0.8771022798803407,-2.3508771929824563,-2.698989817568547,-0.545717770498789,1.0444334923834262,0.525843522880128,0.3856647547150851,0.05344303370155716,-3.289473684210526,-0.6590909090909091,0.9649513112967703,False
distributed_low_rate_scan,15,5069,4916,23279519.0,10.976159243781106,10.97509208562549,0.4728935899860902,0.0016128340108745374,0.0021501303355967107,0.002631154019977818,2859,2863,1.351475657496388,0.7894736842105263,1.5614974351903104,1.2061877710408937,-4.491153149949926,-0.46243354705778983,-1.6902558246746162,0.09009083908876166,0.5,1.1136363636363635,6.612361750663244,False
distributed_low_rate_scan,16,5071,4916,22807766.0,10.969602794872019,10.946624383327517,0.48366274824041855,0.002300970643069558,0.0026558059215444426,0.002757701039198666,2878,2865,0.22022097393994255,0.7894736842105263,1.1040754141864124,-0.00849126864630047,2.0616371909785873,4.511447380640445,1.595157374823761,0.5890898823585066,1.5,1.2045454545454546,11.514010164705049,False
distributed_low_rate_scan,17,16981,16806,24380713.0,11.058498709459212,11.079275993911693,0.8128760545327149,0.0014568072722073386,0.002798441538604716,0.0022484166070122725,4021,4027,3.99211783678143,209.3859649122807,7.3060529592418275,5.651576736519556,202.38052216142205,-1.590201468948917,2.521871956327911,-1.4191158104968715,61.6578947368421,54.02272727272727,344.5382064107208,True
distributed_low_rate_scan,18,4987,4833,22628353.0,10.957861868149806,10.937952977317142,0.47982143556900225,0.0014805319680137568,0.0024452508761905914,0.00259475358193325,2837,2839,-0.21000797328649276,-0.6666666666666666,0.28494931342633667,-0.3784886437477703,-0.27571508626426655,-1.4187183557616752,0.22716504050919817,-0.05344303370155716,-0.6578947368421053,0.022727272727272728,0.5348416266628075,False
distributed_low_rate_scan,19,5071,4907,23131858.0,10.980678153293379,10.977423759513332,0.4737099353547547,0.0014544011120939788,0.0023637530543374422,0.0021624722060804625,2879,2850,0.9973873998093605,0.631578947368421,1.876766988953245,1.3056771983681035,-3.9944253723173193,-1.607593296875085,-0.302332580272477,-1.7580109824528407,1.5526315789473684,0.5227272727272727,6.88676938617377,False
distributed_low_rate_scan,20,4989,4831,22782398.0,10.964236678544552,10.95462884072301,0.47655576256529786,0.0017280007135333164,0.002344660996616774,0.0033380594966342,2854,2838,0.15938899446665908,-0.7017543859649122,0.7296990086828284,0.3330482950531321,-2.2628035856559783,0.3699962918147513,-0.42637514863873294,2.877554018431392,0.23684210526315788,-0.022727272727272728,4.70652871371192,False
distributed_low_rate_scan,21,4938,4778,22101222.0,10.951101291595384,10.921074829698615,0.4817837966740266,0.0021207877102904084,0.0024682798082386577,0.0024131697333296775,2833,2791,-1.4740580431276864,-1.631578947368421,-0.18671402652419541,-1.0986567811822716,0.9183374655448849,3.209077457405554,0.37678578436865906,-0.769462796824459,-0.868421052631579,-2.159090909090909,3.585863241774213,False
distributed_low_rate_scan,22,4925,4760,21736321.0,10.922713133948431,10.926675006410383,0.48560138189512236,0.0019910453107496893,0.0024661947162079546,0.0030305956559990074,2832,2832,-2.349083671548556,-1.9473684210526316,-2.1672630437594687,-0.8597046803373309,3.2412521234675142,2.2712938597921957,0.3632387809731876,1.6651654275215657,-0.9210526315789473,-0.29545454545454547,4.299698068286949,False
distributed_low_rate_scan,23,5087,4931,22934149.0,10.974636016633445,10.951971089189186,0.4790925264650967,0.0020380961159709916,0.002375322493980483,0.003552780615491772,2863,2875,0.5232849940350225,1.0526315789473684,1.455226853356675,0.21964556774334568,-0.7192398653311379,2.611379086728285,-0.22716504050919817,3.7242403611001884,0.7105263157894737,1.6590909090909092,11.956025666791266,False
